date.added.to.catalog	PUBMEDID	first.author	date	journal	link	STUDY	DISEASE/TRAIT	initial.sample.size	replication.sample.size	region	chr.id	chr.pos	reported.genes	mapped.gene	upstream.gene.id	downstream.gene.id	SNP_GENE_IDS	upstream.gene.distance	downstream.gene.distance	strongest.snp.risk.allele	SNPS	merged	snp.id.current	context	intergenic	risk.allele.frequency	pvalue	pvalue.mlog	p.value.text	OR.or.beta	95%.ci.text	platform.snp.passing.qc	CNV
7/12/2010	20581827	Voight BF	6/27/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20581827	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	Type 2 diabetes	"8,130 European ancestry cases, 38,987 European ancestry controls"	"Up to 34,412 European ancestry cases, 59,925 European ancestry controls"	7q32.2	7	130782095	KLF14	LOC105375508			105375508			rs972283-G	rs972283		972283	intergenic_variant	0		2.00E-10	9.698970004		1.07	[1.05-1.10]	"Affymetrix, Illumina [2426886] (imputed)"	N
7/12/2010	20581827	Voight BF	6/27/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20581827	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	Type 2 diabetes	"8,130 European ancestry cases, 38,987 European ancestry controls"	"Up to 34,412 European ancestry cases, 59,925 European ancestry controls"	8q22.1	8	94948283	TP53INP1	"TP53INP1, NDUFAF6"			"94241, 137682"			rs896854-T	rs896854		896854	intron_variant	0		1.00E-09	9		1.06	[1.04-1.09]	"Affymetrix, Illumina [2426886] (imputed)"	N
7/12/2010	20581827	Voight BF	6/27/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20581827	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	Type 2 diabetes	"8,130 European ancestry cases, 38,987 European ancestry controls"	"Up to 34,412 European ancestry cases, 59,925 European ancestry controls"	9q21.31	9	79337213	CHCHD9	LOC101927450 - CHCHD2P9	101927450	645345		191547	54054	rs13292136-C	rs13292136		13292136	intergenic_variant	0		3.00E-08	7.522878745		1.11	[1.07-1.15]	"Affymetrix, Illumina [2426886] (imputed)"	N
7/12/2010	20581827	Voight BF	6/27/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20581827	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	Type 2 diabetes	"8,130 European ancestry cases, 38,987 European ancestry controls"	"Up to 34,412 European ancestry cases, 59,925 European ancestry controls"	11p15.5	11	2670241	KCNQ1	"KCNQ1, KCNQ1OT1"			"3784, 10984"			rs231362-G	rs231362		231362	non_coding_transcript_exon_variant	0		3.00E-13	12.52287875		1.08	[1.06-1.10]	"Affymetrix, Illumina [2426886] (imputed)"	N
7/12/2010	20581827	Voight BF	6/27/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20581827	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	Type 2 diabetes	"8,130 European ancestry cases, 38,987 European ancestry controls"	"Up to 34,412 European ancestry cases, 59,925 European ancestry controls"	11q13.4	11	72722053	CENTD2	ARAP1			116985			rs1552224-A	rs1552224		1552224	5_prime_UTR_variant	0		1.00E-22	22		1.14	[1.11-1.17]	"Affymetrix, Illumina [2426886] (imputed)"	N
7/12/2010	20581827	Voight BF	6/27/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20581827	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	Type 2 diabetes	"8,130 European ancestry cases, 38,987 European ancestry controls"	"Up to 34,412 European ancestry cases, 59,925 European ancestry controls"	12q14.3	12	65781114	HMGA2	RPSAP52			204010			rs1531343-C	rs1531343		1531343	intron_variant	0		4.00E-09	8.397940009		1.1	[1.07-1.14]	"Affymetrix, Illumina [2426886] (imputed)"	N
7/12/2010	20581827	Voight BF	6/27/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20581827	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	Type 2 diabetes	"8,130 European ancestry cases, 38,987 European ancestry controls"	"Up to 34,412 European ancestry cases, 59,925 European ancestry controls"	12q24.31	12	121022883	HNF1A	OASL			8638			rs7957197-T	rs7957197		7957197	intron_variant	0		2.00E-08	7.698970004		1.07	[1.05-1.10]	"Affymetrix, Illumina [2426886] (imputed)"	N
7/12/2010	20581827	Voight BF	6/27/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20581827	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	Type 2 diabetes	"8,130 European ancestry cases, 38,987 European ancestry controls"	"Up to 34,412 European ancestry cases, 59,925 European ancestry controls"	15q25.1	15	80139880	ZFAND6	ZFAND6 - FAH	54469	2184		1487	13011	rs11634397-G	rs11634397		11634397	downstream_gene_variant	0		2.00E-09	8.698970004		1.06	[1.04-1.08]	"Affymetrix, Illumina [2426886] (imputed)"	N
7/12/2010	20581827	Voight BF	6/27/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20581827	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	Type 2 diabetes	"8,130 European ancestry cases, 38,987 European ancestry controls"	"Up to 34,412 European ancestry cases, 59,925 European ancestry controls"	15q26.1	15	90978107	PRC1	"PRC1-AS1, PRC1"			"100507118, 9055"			rs8042680-A	rs8042680		8042680	intron_variant	0		2.00E-10	9.698970004		1.07	[1.05-1.09]	"Affymetrix, Illumina [2426886] (imputed)"	N
7/12/2010	20581827	Voight BF	6/27/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20581827	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	Type 2 diabetes	"8,130 European ancestry cases, 38,987 European ancestry controls"	"Up to 34,412 European ancestry cases, 59,925 European ancestry controls"	Xq28	X	153634467	DUSP9	LOC105373384 - DUSP9	105373384	1852		26434	7976	rs5945326-A	rs5945326		5945326	intergenic_variant	0		3.00E-10	9.522878745		1.27	[1.18-1.37]	"Affymetrix, Illumina [2426886] (imputed)"	N
7/12/2010	20581827	Voight BF	6/27/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20581827	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	Type 2 diabetes	"8,130 European ancestry cases, 38,987 European ancestry controls"	"Up to 34,412 European ancestry cases, 59,925 European ancestry controls"	2q36.3	2	226155937	IRS1	LOC646736			646736			rs7578326-A	rs7578326		7578326	intergenic_variant	0		5.00E-20	19.30103		1.11	[1.08-1.13]	"Affymetrix, Illumina [2426886] (imputed)"	N
7/12/2010	20581827	Voight BF	6/27/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20581827	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	Type 2 diabetes	"8,130 European ancestry cases, 38,987 European ancestry controls"	"Up to 34,412 European ancestry cases, 59,925 European ancestry controls"	11q14.3	11	92940662	MTNR1B	LOC105369431 - MTNR1B	105369431	4544		25033	28961	rs1387153-T	rs1387153		1387153	downstream_gene_variant	0		8.00E-15	14.09691001		1.09	[1.06-1.11]	"Affymetrix, Illumina [2426886] (imputed)"	N
7/12/2010	20581827	Voight BF	6/27/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20581827	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	Type 2 diabetes	"8,130 European ancestry cases, 38,987 European ancestry controls"	"Up to 34,412 European ancestry cases, 59,925 European ancestry controls"	3p25.2	3	12248301	PPARG	SYN2 - GSTM5P1	6854	100505557		56269	9075	rs13081389-A	rs13081389		13081389	intergenic_variant	0		2.00E-07	6.698970004		1.24	[1.15-1.35]	"Affymetrix, Illumina [2426886] (imputed)"	N
7/12/2010	20581827	Voight BF	6/27/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20581827	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	Type 2 diabetes	"8,130 European ancestry cases, 38,987 European ancestry controls"	"Up to 34,412 European ancestry cases, 59,925 European ancestry controls"	3q27.2	3	185811292	IGF2BP2	IGF2BP2			10644			rs1470579-C	rs1470579		1470579	intron_variant	0		2.00E-09	8.698970004		1.14	[1.09-1.19]	"Affymetrix, Illumina [2426886] (imputed)"	N
7/12/2010	20581827	Voight BF	6/27/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20581827	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	Type 2 diabetes	"8,130 European ancestry cases, 38,987 European ancestry controls"	"Up to 34,412 European ancestry cases, 59,925 European ancestry controls"	4p16.1	4	6301295	WFS1	WFS1			7466			rs1801214-T	rs1801214		1801214	missense_variant	0		3.00E-08	7.522878745		1.13	[1.08-1.18]	"Affymetrix, Illumina [2426886] (imputed)"	N
7/12/2010	20581827	Voight BF	6/27/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20581827	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	Type 2 diabetes	"8,130 European ancestry cases, 38,987 European ancestry controls"	"Up to 34,412 European ancestry cases, 59,925 European ancestry controls"	6p22.3	6	20687890	CDKAL1	CDKAL1			54901			rs10440833-A	rs10440833		10440833	intron_variant	0		2.00E-22	21.69897		1.25	[1.20-1.31]	"Affymetrix, Illumina [2426886] (imputed)"	N
7/12/2010	20581827	Voight BF	6/27/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20581827	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	Type 2 diabetes	"8,130 European ancestry cases, 38,987 European ancestry controls"	"Up to 34,412 European ancestry cases, 59,925 European ancestry controls"	7p15.1	7	28156603	JAZF1	JAZF1			221895			rs849134-A	rs849134		849134	intron_variant	0		3.00E-09	8.522878745		1.13	[1.09-1.18]	"Affymetrix, Illumina [2426886] (imputed)"	N
7/12/2010	20581827	Voight BF	6/27/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20581827	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	Type 2 diabetes	"8,130 European ancestry cases, 38,987 European ancestry controls"	"Up to 34,412 European ancestry cases, 59,925 European ancestry controls"	8q24.11	8	117172786	SLC30A8	"LOC105375716, SLC30A8"			"105375716, 169026"			rs3802177-G	rs3802177		3802177	3_prime_UTR_variant	0		1.00E-08	8		1.15	[1.10-1.21]	"Affymetrix, Illumina [2426886] (imputed)"	N
7/12/2010	20581827	Voight BF	6/27/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20581827	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	Type 2 diabetes	"8,130 European ancestry cases, 38,987 European ancestry controls"	"Up to 34,412 European ancestry cases, 59,925 European ancestry controls"	9p21.3	9	22133285	"CDKN2A, CDKN2B"	CDKN2B-AS1 - DMRTA1	100048912	63951		12188	313556	rs10965250-G	rs10965250		10965250	intergenic_variant	0		1.00E-10	10		1.2	[1.13-1.27]	"Affymetrix, Illumina [2426886] (imputed)"	N
7/12/2010	20581827	Voight BF	6/27/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20581827	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	Type 2 diabetes	"8,130 European ancestry cases, 38,987 European ancestry controls"	"Up to 34,412 European ancestry cases, 59,925 European ancestry controls"	10q23.33	10	92705802	"HHEX, IDE"	HHEX - EXOC6	3087	54536		10151	128911	rs5015480-C	rs5015480		5015480	downstream_gene_variant	0		1.00E-15	15		1.18	[1.13-1.23]	"Affymetrix, Illumina [2426886] (imputed)"	N
7/12/2010	20581827	Voight BF	6/27/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20581827	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	Type 2 diabetes	"8,130 European ancestry cases, 38,987 European ancestry controls"	"Up to 34,412 European ancestry cases, 59,925 European ancestry controls"	10q25.2	10	112998590	TCF7L2	TCF7L2			6934			rs7903146-T	rs7903146		7903146	intron_variant	0		2.00E-51	50.69897		1.4	[1.34-1.46]	"Affymetrix, Illumina [2426886] (imputed)"	N
7/12/2010	20581827	Voight BF	6/27/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20581827	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	Type 2 diabetes	"8,130 European ancestry cases, 38,987 European ancestry controls"	"Up to 34,412 European ancestry cases, 59,925 European ancestry controls"	12q21.1	12	71241014	"LGR5, TSPAN8"	LOC105369831 - LOC105369832	105369831	105369832		20193	35072	rs4760790-A	rs4760790		4760790	intron_variant	0		4.00E-06	5.397940009		1.11	[1.06-1.16]	"Affymetrix, Illumina [2426886] (imputed)"	N
7/12/2010	20581827	Voight BF	6/27/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20581827	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	Type 2 diabetes	"8,130 European ancestry cases, 38,987 European ancestry controls"	"Up to 34,412 European ancestry cases, 59,925 European ancestry controls"	16q12.2	16	53811575	FTO	FTO			79068			rs11642841-A	rs11642841		11642841	intron_variant	0		3.00E-08	7.522878745		1.13	[1.08-1.18]	"Affymetrix, Illumina [2426886] (imputed)"	N
7/12/2010	20581827	Voight BF	6/27/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20581827	Twelve type 2 diabetes susceptibility loci identified through large-scale association analysis.	Type 2 diabetes	"8,130 European ancestry cases, 38,987 European ancestry controls"	"Up to 34,412 European ancestry cases, 59,925 European ancestry controls"	17q12	17	37738049	"HNF1B, TCF2"	HNF1B			6928			rs4430796-G	rs4430796		4430796	intron_variant	0		2.00E-06	5.698970004		1.14	[1.08-1.20]	"Affymetrix, Illumina [2426886] (imputed)"	N
9/28/2010	20818381	Yamauchi T	9/5/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20818381	A genome-wide association study in the Japanese population identifies susceptibility loci for type 2 diabetes at UBE2E2 and C2CD4A-C2CD4B.	Type 2 diabetes	"4,470 Japanese ancestry cases, 3,071 Japanese ancestry controls"	"10,692 Japanese ancestry cases, 9,597 Japanese ancestry controls, 6,980 European ancestry cases, 8,615 European ancestry controls"	15q22.2	15	62104190	"C2CD4B, C2CD4A"	NPM1P47 - C2CD4B	100129972	388125		20791	59348	rs7172432-?	rs7172432		7172432	intergenic_variant	0	0.58	9.00E-14	13.04575749		1.11	[1.08-1.14]	Illumina [459359]	N
10/12/2010	20862305	Shu XO	9/16/2010	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/20862305	Identification of new genetic risk variants for type 2 diabetes.	Type 2 diabetes	"1,019 Chinese ancestry cases, 1,710 Chinese ancestry controls"	"2,591 European ancestry cases, 3,052 European ancestry controls, 6,184 East Asian cases, 9,853 East Asian controls"	10p13	10	12272998	"CDC123, CAMK1D"	CDC123 - CAMK1D	8872	57118		22408	76519	rs10906115-A	rs10906115		10906115	intergenic_variant	0	0.57	1.00E-08	8		1.13	[1.08-1.18]	Affymetrix [590887]	N
10/12/2010	20862305	Shu XO	9/16/2010	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/20862305	Identification of new genetic risk variants for type 2 diabetes.	Type 2 diabetes	"1,019 Chinese ancestry cases, 1,710 Chinese ancestry controls"	"2,591 European ancestry cases, 3,052 European ancestry controls, 6,184 East Asian cases, 9,853 East Asian controls"	13q31.1	13	80143021	SPRY2	LOC105370275			105370275			rs1359790-G	rs1359790		1359790	intergenic_variant	0	0.71	6.00E-09	8.22184875		1.15	[1.10-1.20]	Affymetrix [590887]	N
10/12/2010	20862305	Shu XO	9/16/2010	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/20862305	Identification of new genetic risk variants for type 2 diabetes.	Type 2 diabetes	"1,019 Chinese ancestry cases, 1,710 Chinese ancestry controls"	"2,591 European ancestry cases, 3,052 European ancestry controls, 6,184 East Asian cases, 9,853 East Asian controls"	15q22.2	15	62112183	C2CD4B	NPM1P47 - C2CD4B	100129972	388125		28784	51355	rs1436955-C	rs1436955		1436955	regulatory_region_variant	0	0.73	7.00E-07	6.15490196		1.13	[1.08-1.19]	Affymetrix [590887]	N
10/12/2010	20862305	Shu XO	9/16/2010	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/20862305	Identification of new genetic risk variants for type 2 diabetes.	Type 2 diabetes	"1,019 Chinese ancestry cases, 1,710 Chinese ancestry controls"	"2,591 European ancestry cases, 3,052 European ancestry controls, 6,184 East Asian cases, 9,853 East Asian controls"	10q23.33	10	92705802	HHEX	HHEX - EXOC6	3087	54536		10151	128911	rs5015480-C	rs5015480		5015480	downstream_gene_variant	0	0.17	9.00E-06	5.045757491		1.17	[1.11-1.24]	Affymetrix [590887]	N
1/15/2011	21150874	McDonough CW	12/8/2010	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/21150874	A genome-wide association study for diabetic nephropathy genes in African Americans.	Type 2 diabetes nephropathy	"965 African American cases, 1,029 African American controls"	"709 African American cases, 690 African American controls"	6q23.2	6	132825657	RPS12	RPS12 - LOC105378007	6206	105378007		8093	50975	rs7769051-A	rs7769051		7769051	intergenic_variant	0	0.29	2.00E-06	5.698970004		1.28	[1.16-1.42]	Affymetrix [832357]	N
1/15/2011	21150874	McDonough CW	12/8/2010	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/21150874	A genome-wide association study for diabetic nephropathy genes in African Americans.	Type 2 diabetes nephropathy	"965 African American cases, 1,029 African American controls"	"709 African American cases, 690 African American controls"	6q24.3	6	148383818	SASH1	SASH1			23328			rs6930576-A	rs6930576		6930576	intron_variant	0	0.28	7.00E-07	6.15490196		1.31	[1.18-1.45]	Affymetrix [832357]	N
1/15/2011	21150874	McDonough CW	12/8/2010	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/21150874	A genome-wide association study for diabetic nephropathy genes in African Americans.	Type 2 diabetes nephropathy	"965 African American cases, 1,029 African American controls"	"709 African American cases, 690 African American controls"	9q22.31	9	91213189	AUH	LINC00484 - AUH	100129347	549		30470	626	rs773506-G	rs773506		773506	upstream_gene_variant	0	0.77	6.00E-06	5.22184875		1.32	[1.18-1.49]	Affymetrix [832357]	N
1/15/2011	21150874	McDonough CW	12/8/2010	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/21150874	A genome-wide association study for diabetic nephropathy genes in African Americans.	Type 2 diabetes nephropathy	"965 African American cases, 1,029 African American controls"	"709 African American cases, 690 African American controls"	12q14.3	12	65723778	"HMGA2, MSRB3"	PCNPP3 - RPSAP52	729298	204010		77302	34242	rs2358944-G	rs2358944		2358944	intergenic_variant	0	0.77	4.00E-06	5.397940009		1.33	[1.18-1.49]	Affymetrix [832357]	N
1/15/2011	21150874	McDonough CW	12/8/2010	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/21150874	A genome-wide association study for diabetic nephropathy genes in African Americans.	Type 2 diabetes nephropathy	"965 African American cases, 1,029 African American controls"	"709 African American cases, 690 African American controls"	22q12.2	22	31249773	LIMK2	LIMK2			3985			rs2106294-T	rs2106294		2106294	intron_variant	0	0.94	4.00E-06	5.397940009		1.75	[1.39-2.22]	Affymetrix [832357]	N
5/24/2011	21490949	Sim X	4/7/2011	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	"2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls"	NA	15q24.3	15	77485290	HMG20A	HMG20A			10363			rs7119-T	rs7119		7119	3_prime_UTR_variant	0	0.19	5.00E-07	6.301029996	(Chinese+Malay+Indian)	1.24	[1.14-1.34]	Illumina [~ 2000000] (imputed)	N
5/24/2011	21490949	Sim X	4/7/2011	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	"2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls"	NA	3q12.3	3	102484201	ZPLD1	ZPLD1 - LOC105374015	131368	105374015		4360	89763	rs2063640-A	rs2063640		2063640	downstream_gene_variant	0	0.17	3.00E-06	5.522878745	(Chinese+Malay+Indian)	1.23	[1.13-1.34]	Illumina [~ 2000000] (imputed)	N
5/24/2011	21490949	Sim X	4/7/2011	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	"2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls"	NA	21q22.11	21	32012873	HUNK	HUNK - LINC00159	30811	100551499		8809	67608	rs2833610-A	rs2833610		2833610	intron_variant	0	0.57	4.00E-06	5.397940009	(Chinese+Malay+Indian)	1.17	[1.09-1.24]	Illumina [~ 2000000] (imputed)	N
5/24/2011	21490949	Sim X	4/7/2011	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	"2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls"	NA	10q23.33	10	92588073	KIF11	IDE - KIF11	3416	3832		13978	4995	rs6583826-G	rs6583826		6583826	intergenic_variant	0	0.26	7.00E-06	5.15490196	(Chinese+Malay+Indian)	1.18	[1.10-1.27]	Illumina [~ 2000000] (imputed)	N
5/24/2011	21490949	Sim X	4/7/2011	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	"2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls"	NA	6p22.3	6	20652486	CDKAL1	CDKAL1			54901			rs9295474-G	rs9295474		9295474	intron_variant	0	0.36	9.00E-06	5.045757491	(Chinese+Malay+Indian)	1.16	[1.09-1.24]	Illumina [~ 2000000] (imputed)	N
5/24/2011	21490949	Sim X	4/7/2011	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	"2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls"	NA	3q26.33	3	179943530	PEX5L	PEX5L			51555			rs7630877-A	rs7630877		7630877	intron_variant	0	0.17	7.00E-06	5.15490196	(Chinese)	1.32	[1.17-1.49]	Illumina [~ 2000000] (imputed)	N
5/24/2011	21490949	Sim X	4/7/2011	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	"2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls"	NA	1q42.2	1	233204408	PCNXL2	"LOC101927736, PCNXL2"			"101927736, 80003"			rs12027542-A	rs12027542		12027542	intron_variant	0	0.61	4.00E-07	6.397940009	(Malay)	1.41	[1.23-1.61]	Illumina [~ 2000000] (imputed)	N
5/24/2011	21490949	Sim X	4/7/2011	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	"2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls"	NA	1q32.2	1	207478831	CR2	CR2			1380			rs17045328-G	rs17045328		17045328	intron_variant	0	0.3	7.00E-06	5.15490196	(Malay)	1.38	[1.20-1.59]	Illumina [~ 2000000] (imputed)	N
5/24/2011	21490949	Sim X	4/7/2011	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	"2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls"	NA	18p11.31	18	2948031	LPIN2	LPIN2			9663			rs10460009-C	rs10460009		10460009	intron_variant	0	0.6	9.00E-06	5.045757491	(Malay)	1.35	[1.18-1.54]	Illumina [~ 2000000] (imputed)	N
5/24/2011	21490949	Sim X	4/7/2011	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	"2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls"	NA	6q13	6	70579486	C6orf57	SDHAF4			135154			rs1048886-G	rs1048886		1048886	missense_variant	0	0.18	3.00E-08	7.522878745	(Indian)	1.54	[1.32-1.80]	Illumina [~ 2000000] (imputed)	N
5/24/2011	21490949	Sim X	4/7/2011	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	"2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls"	NA	6q24.1	6	139952510	intergenic	LOC100132735 - LOC100507477	100132735	100507477		92039	23809	rs642858-A	rs642858		642858	intergenic_variant	0	0.4	2.00E-06	5.698970004	(Indian)	1.35	[1.19-1.53]	Illumina [~ 2000000] (imputed)	N
5/24/2011	21490949	Sim X	4/7/2011	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	"2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls"	NA	2p25.3	2	3793830	intergenic	DCDC2C			728597			rs11677370-T	rs11677370		11677370	intron_variant	0	0.4	3.00E-06	5.522878745	(Indian)	1.35	[1.19-1.53]	Illumina [~ 2000000] (imputed)	N
5/24/2011	21490949	Sim X	4/7/2011	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	"2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls"	NA	7q22.1	7	100892456	ACHE	ACHE			43			rs7636-A	rs7636		7636	synonymous_variant	0	0.06	5.00E-06	5.301029996	(Indian)	1.85	[1.42-2.41]	Illumina [~ 2000000] (imputed)	N
